Lachesis_group7__52_contigs__length_145002158	Obi02	73.6217987296025	119	220	732
Lachesis_group22__46_contigs__length_104782409	Obi14	76.3363958185769	97	215	391
Lachesis_group22__46_contigs__length_104782409	Obi18	48.3028180299201	63	215	237
Lachesis_group19__43_contigs__length_108131866	Obi21	84.2569308366296	81	207	199
Lachesis_group19__43_contigs__length_108131866	Obi02	36.1613066045516	82	207	732
Lachesis_group30__51_contigs__length_87052432	Obi06	177.775769477533	156	201	439
Lachesis_group24__36_contigs__length_98752639	Obi18	5.30460472282056	21	189	237
Lachesis_group24__36_contigs__length_98752639	Obi10	8.41980485596755	29	189	327
Lachesis_group24__36_contigs__length_98752639	Obi08	20.9319056695191	42	189	308
Lachesis_group24__36_contigs__length_98752639	Obi04	21.0964841732587	55	189	571
Lachesis_group34__47_contigs__length_76047342	Obi06	31.8342091884363	60	188	439
Lachesis_group34__47_contigs__length_76047342	Obi17	33.476153173265	49	188	241
Lachesis_group34__47_contigs__length_76047342	Obi04	20.8374835407653	55	188	571
Lachesis_group23__35_contigs__length_97660015	Obi03	81.9195026172277	110	181	625
Lachesis_group23__35_contigs__length_97660015	Obi09	27.1830853363399	51	181	365
Lachesis_group29__46_contigs__length_89259793	Obi01	92.168284631799	121	180	733
Lachesis_group29__46_contigs__length_89259793	Obi27	16.3845209934474	29	180	174
Lachesis_group31__46_contigs__length_81539927	Obi11	184.28588393204	152	175	452
Lachesis_group15__55_contigs__length_125787758	Obi10	6.12456368194181	25	175	327
Lachesis_group15__55_contigs__length_125787758	Obi23	45.8541121643922	59	175	269
Lachesis_group15__55_contigs__length_125787758	Obi24	28.0193072841085	44	175	254
Lachesis_group27__44_contigs__length_93323795	Obi15	7.03397680013553	23	174	249
Lachesis_group27__44_contigs__length_93323795	Obi02	115.399292211387	134	174	732
Lachesis_group32__40_contigs__length_78634074	Obi06	23.3348272331283	48	163	439
Lachesis_group32__40_contigs__length_78634074	Obi17	54.2936311211919	61	163	241
Lachesis_group40__41_contigs__length_53238745	Obi07	47.8243809845983	69	160	427
Lachesis_group40__41_contigs__length_53238745	Obi05	29.8809046969027	56	160	470
Lachesis_group40__41_contigs__length_53238745	Obi25	11.6473842060731	22	160	146
Lachesis_group42__34_contigs__length_44581599	Obi16	183.128580982226	115	152	182
Lachesis_group39__38_contigs__length_50967332	Obi06	2.11661570607652	18	130	439
Lachesis_group39__38_contigs__length_50967332	Obi05	36.0027212833589	54	130	470
Lachesis_group39__38_contigs__length_50967332	Obi29	31.3163683368466	29	130	86
Lachesis_group41__39_contigs__length_54644242	Obi14	34.6161313400771	51	128	391
Lachesis_group41__39_contigs__length_54644242	Obi18	58.9962782481327	59	128	237
Lachesis_group38__38_contigs__length_61810156	Obi09	150.043439657246	114	128	365
Lachesis_group26__46_contigs__length_93059273	Obi05	107.688573047822	100	127	470
Lachesis_group36__35_contigs__length_73496112	Obi09	15.4595592023246	31	115	365
Lachesis_group36__35_contigs__length_73496112	Obi28	8.33955398290728	18	115	191
Lachesis_group36__35_contigs__length_73496112	Obi26	35.4713717246209	37	115	163
Lachesis_group33__48_contigs__length_77384337	Obi13	104.556656657424	80	114	232
Lachesis_group37__50_contigs__length_69233352	Obi18	36.8196940957669	41	100	237
Lachesis_group37__50_contigs__length_69233352	Obi10	4.39668126737895	17	100	327
Lachesis_group37__50_contigs__length_69233352	Obi08	16.7286886714884	29	100	308
Lachesis_group43__26_contigs__length_23511657	Obi01	64.6034108200225	70	81	733
Lachesis_group44__24_contigs__length_15433969	Obi25	6.64160382498137	11	58	146
Lachesis_group44__24_contigs__length_15433969	Obi28	6.55901835328806	12	58	191
Lachesis_group45__11_contigs__length_9560946	Obi25	20.3709198852529	15	20	146
